Battery_Voltage_V,Battery_Temperature_C,State_of_Charge_Percent,Charge_Discharge_Cycles,Current_A,Battery_Age_Months,Internal_Resistance_mOhm,Ambient_Temperature_C,Battery_Health_Percent
376.48,17.4,63.9,529,12.64,46.4,41.42,20.69,89.85
359.27,7.79,22.95,1042,2.56,85.1,52.77,6.7,77.0
393.2,27.34,81.31,190,-45.18,36.3,36.3,24.79,95.52
361.02,42.25,23.86,609,-60.66,72.0,44.98,35.13,78.38
356.4,52.6,5.52,4,-109.47,9.3,26.44,28.54,96.48
373.76,28.96,54.8,390,-29.04,45.7,39.56,29.33,90.75
360.06,25.37,15.94,779,8.27,95.2,51.87,26.44,76.65
385.52,46.7,71.33,373,83.88,74.0,42.74,30.12,85.2
359.71,56.44,20.91,247,-67.37,20.2,30.31,50.0,89.77
387.79,25.89,82.65,447,10.8,48.1,42.19,24.48,90.82
375.47,27.18,49.68,323,5.87,22.4,36.53,27.87,89.54
376.37,30.76,58.8,205,-68.59,39.3,40.91,19.35,90.26
359.45,10.4,22.73,911,3.26,74.9,50.07,8.96,80.23
359.05,45.1,18.94,982,-88.98,74.0,47.05,30.66,77.03
381.39,41.9,64.97,315,-24.58,21.9,,39.32,92.2
367.72,54.41,29.27,1029,-52.68,88.5,56.2,50.0,72.9
363.06,29.9,41.66,779,-13.39,56.9,43.56,26.12,80.26
374.74,25.8,50.55,312,-8.61,36.5,39.64,25.41,90.44
362.32,46.97,26.82,230,-71.72,48.2,42.38,37.36,85.39
390.26,47.58,80.57,705,-40.58,58.1,49.05,45.12,80.93
395.49,19.49,94.25,515,-47.72,53.7,45.89,15.64,88.94
376.09,56.26,46.03,658,-105.37,46.7,44.19,34.65,82.14
395.31,55.45,92.17,405,-62.19,48.5,41.21,46.28,84.67
394.83,35.69,88.85,14,-74.74,16.9,31.48,25.51,95.58
363.06,37.91,20.77,812,-107.63,78.0,48.54,16.42,80.6
360.89,53.57,21.47,737,-88.23,52.0,42.61,35.85,76.53
371.37,,50.35,16,-55.5,12.6,32.97,14.54,99.01
376.2,41.04,54.96,576,-36.7,73.6,46.42,39.9,84.45
368.33,70.0,37.41,878,-114.62,89.5,51.37,47.91,65.91
362.42,27.54,34.73,485,32.02,90.9,48.19,23.0,82.4
370.85,45.52,45.98,155,-3.2,35.4,39.07,44.58,91.7
385.09,41.58,70.6,177,-45.11,13.0,35.12,34.31,94.84
362.55,68.86,13.02,644,-113.14,49.8,39.93,41.86,80.23
387.37,28.04,72.51,40,-52.75,10.8,36.9,21.5,97.9
396.97,39.87,92.99,770,-56.4,89.7,53.4,34.23,80.04
393.84,50.45,77.53,166,-104.83,17.6,33.31,30.42,92.13
363.37,41.8,23.21,373,-109.71,24.3,37.38,20.14,89.77
358.84,24.49,13.31,578,5.99,39.0,41.41,24.48,89.51
374.57,43.64,51.59,311,-59.44,36.8,36.55,33.76,90.46
394.13,15.0,95.86,1007,13.13,76.3,50.76,16.75,79.45
392.19,19.07,82.81,161,-40.79,43.8,36.17,15.99,92.06
384.7,11.96,58.46,116,5.1,16.4,35.46,15.23,96.27
363.83,23.03,18.58,245,3.1,25.7,32.98,20.24,91.06
388.38,29.53,72.81,325,-12.0,48.9,39.28,30.86,87.44
389.06,29.39,82.23,181,30.96,14.2,31.96,22.93,94.01
392.26,44.01,93.83,379,-33.98,58.7,46.14,40.78,85.04
379.11,50.28,63.15,680,-129.68,54.3,46.53,13.56,83.97
377.59,58.51,53.87,589,-120.11,68.6,47.19,33.13,75.9
380.5,31.91,63.82,865,-79.17,90.0,54.35,24.33,78.12
400.31,26.22,94.61,573,4.52,87.6,48.95,26.95,82.61
377.87,43.12,64.67,538,-64.0,90.8,48.7,34.84,74.35
364.35,4.44,29.47,377,-27.68,23.5,37.04,1.66,93.7
380.42,9.83,65.43,142,-7.86,12.6,32.38,6.62,99.45
397.26,28.57,88.58,282,-30.14,29.0,38.56,27.37,91.18
381.06,70.0,58.87,652,-177.47,85.9,51.33,25.78,71.0
373.89,38.0,52.76,599,-111.21,93.3,51.35,13.72,80.35
389.9,57.48,74.67,722,65.95,82.5,48.7,48.05,72.8
379.03,14.76,67.79,76,-20.44,10.6,31.21,16.41,97.86
349.83,70.0,10.39,545,-201.98,91.0,53.56,22.68,72.99
384.3,42.72,73.9,355,-35.82,40.6,38.92,39.5,83.83
365.91,27.84,43.72,0,68.16,0.9,32.94,21.25,99.98
396.85,22.72,94.39,327,-23.57,42.5,38.86,19.32,89.86
398.37,30.26,97.23,0,-37.34,4.4,29.93,31.89,100.0
372.6,63.82,47.63,593,-149.7,52.2,44.63,20.57,82.02
400.13,35.57,97.04,427,-56.25,32.5,42.21,31.95,86.61
365.09,70.0,34.53,480,-138.59,45.4,42.39,33.13,75.88
381.03,55.73,69.85,511,-113.35,58.9,42.75,31.79,79.1
353.67,70.0,12.13,399,-127.07,83.4,51.31,39.79,74.78
355.73,38.05,18.77,755,64.37,63.5,47.54,24.14,81.56
391.73,20.53,87.13,513,3.68,41.7,40.92,22.96,92.37
396.74,29.64,89.91,719,44.06,78.7,50.23,27.14,79.03
372.53,27.93,55.6,381,-119.41,86.9,44.77,-0.3,82.53
367.62,29.65,37.28,97,-28.55,11.5,34.32,30.14,100.0
376.8,46.02,47.85,454,-100.49,51.1,40.12,24.7,84.44
397.02,46.75,87.61,315,-94.07,27.3,38.57,31.82,92.84
360.48,20.54,25.04,50,-11.83,4.5,34.36,19.04,99.97
373.15,43.34,33.01,802,-29.27,64.2,45.88,41.45,80.51
386.65,28.47,79.62,376,-22.83,82.8,46.42,25.92,85.82
396.24,62.95,93.85,219,-115.37,15.6,35.25,36.36,83.77
353.4,26.48,13.83,788,-32.34,78.0,51.49,22.93,83.63
391.98,34.46,81.36,962,-19.14,81.9,52.94,32.67,78.58
391.54,25.05,66.28,684,-80.51,87.8,50.18,12.45,76.96
368.99,13.49,26.92,121,-56.32,25.5,37.74,6.03,94.89
390.94,67.26,76.8,837,-138.72,86.8,51.84,25.93,69.81
385.25,70.0,74.15,211,-169.34,30.8,35.41,27.8,86.08
358.74,35.94,18.49,459,80.5,53.0,40.35,27.04,85.55
379.71,29.24,52.71,55,-27.71,4.8,33.65,25.11,99.27
390.77,33.36,77.04,12,-61.54,4.2,33.68,23.98,96.64
361.85,37.74,23.2,430,7.89,69.2,45.02,34.75,79.82
374.91,62.63,48.96,148,-92.21,42.7,34.94,45.84,81.9
361.4,55.74,16.47,144,-33.39,24.6,34.04,50.0,88.6
370.98,46.12,34.15,206,26.38,18.3,37.5,38.94,90.25
358.35,29.95,25.7,367,-106.12,64.3,44.42,5.12,87.93
377.17,49.34,52.98,0,-69.52,0.0,27.01,38.51,94.67
360.94,70.0,18.42,1002,-122.85,77.4,52.63,38.38,67.14
369.1,27.53,41.4,99,10.11,7.6,32.03,26.99,97.42
369.41,39.45,31.14,158,-27.68,18.4,36.11,37.27,89.77
387.07,34.34,75.87,541,30.3,37.1,40.1,31.6,88.44
389.65,32.62,71.47,421,10.57,46.5,43.85,27.85,83.74
355.9,35.21,14.02,396,-55.69,34.1,38.58,30.53,90.82
398.57,22.49,95.58,283,-15.35,30.8,31.53,22.46,94.59
388.58,10.04,75.74,1241,-14.71,92.5,55.05,9.6,77.66
386.75,10.51,63.52,247,4.01,61.6,42.21,9.23,87.78
377.41,42.27,50.38,0,47.98,2.2,30.61,37.17,97.85
359.58,37.4,21.9,345,-105.43,41.3,38.68,17.74,85.76
397.38,59.41,96.39,671,-152.58,84.0,46.19,12.7,75.36
352.04,33.54,5.75,378,-103.07,28.9,40.43,12.5,89.6
385.45,23.49,70.79,74,-11.63,9.1,35.37,23.24,96.38
373.77,45.3,53.21,364,-15.17,72.8,42.67,43.16,85.86
395.13,39.93,90.75,428,-74.13,58.2,44.75,26.55,83.28
374.69,18.35,41.17,459,-56.31,54.8,44.05,13.69,88.6
381.11,62.9,54.27,24,-90.06,5.1,,42.82,91.21
383.07,32.58,75.52,141,-46.43,13.5,34.18,31.27,97.77
349.59,,9.52,678,-81.62,59.8,51.44,24.53,80.38
353.31,39.19,10.18,231,58.21,20.0,32.65,32.85,90.08
357.22,32.62,25.11,569,39.37,48.4,45.65,28.12,84.17
355.67,17.39,18.91,575,3.43,52.3,43.52,20.83,84.04
353.86,29.87,5.61,110,-38.13,27.2,34.63,22.53,94.36
381.98,13.65,64.18,1212,28.35,91.0,58.32,15.63,74.78
385.14,28.72,80.61,844,-34.08,80.9,49.33,23.3,81.9
401.47,38.31,95.93,819,-30.33,69.3,48.77,37.3,81.39
372.18,70.0,46.89,138,-143.68,7.5,32.24,37.03,84.56
364.23,22.99,31.57,74,-24.36,10.2,30.32,26.24,99.16
396.59,55.43,87.07,616,-117.47,47.3,45.74,26.35,79.18
393.84,25.59,85.22,226,-64.17,15.4,35.53,17.67,96.71
382.05,36.09,64.36,645,-29.86,93.9,55.08,31.96,73.3
363.99,29.03,30.95,146,-93.92,15.2,,14.17,95.93
397.36,39.43,91.31,450,-11.28,46.8,41.3,36.32,87.17
359.68,29.82,21.95,235,23.1,35.0,36.93,32.19,91.98
353.89,43.16,9.15,653,-93.03,61.4,45.17,25.35,82.02
386.81,31.61,80.68,125,-32.96,12.4,36.15,32.35,98.32
382.7,54.86,58.55,440,-114.79,41.3,39.47,24.59,83.28
368.87,56.0,28.41,368,-110.02,26.4,38.55,29.89,87.88
385.0,34.25,68.74,511,-21.4,85.2,47.2,30.15,83.44
387.46,39.15,77.84,31,2.81,3.9,28.3,39.67,95.77
395.42,66.36,85.23,859,-130.55,87.7,52.4,32.89,65.01
367.67,52.16,31.8,619,82.92,80.0,45.09,38.49,77.7
352.38,41.41,7.43,77,-69.81,28.6,35.55,31.93,94.75
380.18,28.16,53.45,987,-27.56,75.8,50.33,27.43,82.22
391.89,43.1,86.33,17,-72.05,3.0,29.84,33.15,96.87
358.51,40.31,24.74,1098,-57.06,92.8,54.65,31.45,72.66
372.31,31.55,45.01,357,51.1,50.6,41.2,24.39,90.42
367.93,16.65,29.36,263,50.33,29.1,36.59,13.92,90.73
353.44,62.86,6.27,271,-139.03,34.8,38.98,22.78,84.89
391.66,30.81,90.36,0,-73.82,6.4,30.97,22.7,100.0
357.71,70.0,17.83,1278,137.04,95.0,62.63,33.55,63.33
392.51,34.15,77.84,34,-65.98,3.8,28.71,27.35,96.28
369.79,21.89,37.93,902,-14.64,62.9,46.2,19.87,82.68
365.63,29.22,31.38,551,28.18,42.5,41.11,26.35,89.5
396.81,24.43,94.4,1227,11.2,91.1,54.21,24.79,73.61
386.96,70.0,67.43,175,-209.05,23.6,37.7,18.81,83.77
388.17,43.01,70.26,703,-19.96,51.1,48.19,42.67,83.94
384.38,,77.17,334,64.96,46.3,39.48,26.14,90.88
371.51,24.69,37.39,275,-38.24,67.5,43.9,20.08,87.86
380.82,36.8,58.55,39,-102.47,6.5,32.19,11.38,95.23
370.11,52.89,30.67,181,-101.33,18.6,33.69,28.87,85.72
391.93,39.74,84.28,175,-51.94,20.6,36.08,33.18,93.34
384.37,22.01,61.93,763,0.51,70.9,49.92,21.48,79.36
365.47,63.91,28.12,71,133.38,18.2,30.1,29.4,89.06
391.9,24.97,90.48,320,-57.39,55.1,39.1,17.09,88.2
383.15,28.54,60.18,126,-6.28,20.7,33.78,25.71,97.24
378.44,70.0,52.03,988,-132.67,82.7,51.65,38.85,66.68
352.19,66.05,8.28,947,-141.1,90.4,53.19,25.67,66.17
396.58,30.11,91.43,589,-69.81,49.8,41.52,21.56,88.29
404.06,42.05,95.47,389,-13.27,33.8,36.88,41.42,88.7
377.77,35.51,58.45,303,-45.18,22.5,35.68,29.98,94.05
375.7,28.05,47.04,10,-36.8,4.8,28.48,22.97,100.0
366.29,26.2,39.16,276,-56.47,25.8,39.02,19.34,92.39
363.52,21.89,30.46,652,-41.66,62.8,,16.51,86.03
382.22,41.04,59.58,458,-57.63,51.2,43.49,32.27,82.13
359.35,64.36,17.17,1103,-120.98,90.6,56.66,35.67,65.2
395.56,60.38,92.32,348,-129.49,38.0,38.33,28.0,83.79
365.97,32.86,21.72,837,41.56,66.6,47.49,26.02,81.21
385.15,51.29,75.82,596,-89.39,47.0,43.81,33.88,77.77
366.64,20.87,34.15,286,-54.43,49.2,41.79,13.82,93.56
364.71,29.65,26.48,260,31.4,25.7,37.18,28.76,89.43
376.38,30.38,58.0,346,-56.18,43.7,40.59,28.17,89.37
390.37,33.43,77.69,384,12.65,45.2,41.32,32.15,90.8
390.24,51.16,74.04,749,-93.28,67.8,49.61,32.79,77.18
363.26,30.98,27.21,1189,53.32,90.3,57.62,23.92,76.44
366.14,47.94,36.4,240,-26.38,31.6,36.67,46.54,87.23
392.83,19.49,87.54,25,-41.61,4.1,32.11,17.15,99.24
378.82,28.75,73.71,310,-49.89,47.6,36.01,23.23,93.64
389.37,39.17,72.71,385,5.9,52.3,38.37,36.58,86.14
366.07,24.08,30.55,130,-25.83,16.2,,21.65,97.5
389.59,70.0,80.24,871,-231.84,73.0,48.39,29.11,70.97
364.52,31.26,39.05,1066,-66.88,94.6,58.35,22.68,75.81
374.89,23.65,43.13,1116,-20.68,90.8,54.19,24.09,77.47
364.85,37.49,32.32,178,-98.09,18.9,35.36,15.06,91.15
359.96,45.04,16.53,434,-70.23,84.0,47.37,35.61,77.91
372.43,46.83,44.94,236,-63.28,67.6,39.69,35.83,83.07
348.46,42.45,6.61,558,55.7,43.6,42.69,35.8,86.64
377.96,22.92,48.31,531,-4.13,51.9,43.16,23.71,89.44
390.17,30.22,73.88,862,-20.26,81.6,53.98,31.32,83.09
400.43,70.0,96.27,426,-109.95,46.1,40.07,47.95,78.74
357.18,44.08,12.47,372,-81.08,35.8,40.34,30.9,86.54
362.27,14.44,31.72,593,11.02,47.4,44.19,16.44,87.69
378.58,20.74,51.94,311,-0.39,55.6,39.76,19.46,87.16
367.21,48.66,21.19,180,-125.23,18.2,29.83,18.99,93.65
358.4,42.16,16.1,616,43.96,86.5,49.2,41.21,76.85
374.39,46.1,47.97,284,-91.64,64.7,45.04,31.94,81.41
376.78,11.98,60.17,594,-18.5,60.8,45.68,12.26,82.84
385.25,70.0,82.92,76,124.01,9.6,34.02,41.03,86.29
398.82,45.42,99.79,652,-65.1,58.0,43.96,33.67,81.22
393.72,31.06,78.56,93,-29.95,11.6,34.21,29.74,95.42
367.04,54.65,26.03,125,-73.53,7.6,28.78,43.17,90.0
387.83,27.31,76.06,560,-29.48,50.6,44.35,25.71,90.26
379.31,41.5,56.03,344,45.51,38.7,35.93,41.62,88.2
370.26,12.0,47.83,427,-51.67,56.5,43.94,5.9,88.37
397.28,27.28,93.89,18,-57.66,8.6,30.35,20.67,99.69
384.28,34.14,71.7,451,26.21,41.4,42.41,35.92,87.39
385.04,70.0,69.76,57,-115.79,16.8,33.01,44.78,84.47
352.23,19.47,6.12,1245,-35.01,94.8,58.86,15.82,73.2
392.71,34.49,87.18,571,-83.66,53.9,44.66,23.82,86.39
393.17,36.6,80.36,845,-54.28,66.0,48.53,29.66,78.87
372.59,42.05,33.4,348,-93.24,31.2,40.54,18.61,89.91
365.87,57.0,32.75,15,-125.73,9.1,32.41,25.37,86.25
359.3,70.0,10.08,778,-172.51,93.7,55.31,43.82,68.65
351.19,25.57,9.83,282,-67.16,27.5,36.87,17.69,94.64
383.98,26.08,68.52,341,-26.32,40.7,39.09,25.6,93.17
357.46,34.01,22.69,753,8.79,62.4,45.1,30.73,80.22
395.43,62.79,92.74,21,-120.13,2.4,29.45,32.65,92.08
394.66,23.4,85.03,493,-30.86,77.8,46.12,19.35,87.63
372.43,25.83,38.14,554,-6.44,51.5,41.88,26.22,92.16
368.22,26.68,41.11,382,-18.39,26.7,39.1,25.1,92.38
369.42,32.09,36.09,90,-24.53,5.9,29.28,31.04,96.25
360.58,70.0,13.78,190,-169.74,15.6,32.5,16.24,89.26
357.26,44.94,7.99,996,-47.18,85.9,48.59,40.71,76.53
374.75,38.18,47.95,515,-44.94,65.9,43.65,30.58,87.84
395.53,38.3,94.59,188,-7.28,24.0,37.92,38.67,96.0
394.0,26.88,92.14,107,43.25,6.3,30.99,22.29,94.94
388.44,18.37,81.93,615,-55.55,66.3,44.41,15.8,85.93
382.26,28.2,64.72,485,-60.7,55.0,41.61,18.45,88.37
390.7,34.73,86.34,450,-32.17,38.8,41.03,35.01,90.77
379.0,25.29,53.93,414,-38.69,34.9,41.93,23.59,90.77
361.74,9.72,22.12,175,-14.05,20.8,36.62,11.8,99.12
385.55,27.09,70.0,369,-8.26,64.3,40.69,29.8,87.35
390.71,31.85,92.46,705,-50.57,93.2,53.81,24.79,78.75
353.51,23.67,6.86,150,-10.05,16.9,36.06,25.05,98.02
363.07,13.62,28.89,471,-53.13,57.3,44.25,10.9,86.99
371.61,42.14,30.22,369,-127.03,40.7,37.53,12.91,88.01
353.36,48.66,14.41,194,-109.37,42.9,36.57,22.52,85.54
362.59,70.0,26.42,252,-180.1,24.4,34.64,18.72,82.76
371.89,29.35,41.48,602,59.76,79.2,46.83,22.31,80.58
394.22,40.92,94.28,544,37.12,46.6,42.81,36.33,84.41
399.15,19.52,86.73,461,22.08,52.2,36.98,17.36,87.2
403.28,24.94,94.87,208,-52.98,29.3,33.9,18.94,92.02
355.65,25.96,16.45,262,18.6,17.5,34.77,22.73,94.4
352.06,16.18,7.66,27,13.87,8.2,33.48,18.37,100.0
364.16,,15.44,775,-127.25,68.6,47.42,25.85,73.77
400.11,55.29,91.86,286,-87.17,18.8,36.06,38.28,88.94
358.87,28.94,19.96,682,-7.75,66.2,48.95,25.13,85.54
380.99,44.11,59.4,442,-69.35,37.5,38.45,30.58,84.35
359.15,15.99,26.62,163,-82.43,39.9,35.6,4.79,90.78
360.07,29.14,6.96,372,9.42,45.0,38.27,28.82,94.01
356.74,59.83,13.04,290,-89.7,35.3,37.64,42.76,85.36
387.97,52.37,72.43,128,108.9,9.7,31.42,28.98,93.14
358.36,36.87,22.32,362,55.66,29.7,41.4,29.28,89.11
359.98,40.95,26.77,516,-52.81,63.7,45.2,30.86,82.27
371.77,44.33,40.84,673,34.98,63.9,47.67,43.68,76.61
389.47,40.69,67.44,338,-28.81,27.5,35.79,41.54,89.49
373.17,27.49,49.59,274,-64.95,44.2,39.27,17.78,93.0
394.43,51.48,94.74,248,78.68,18.6,34.65,40.03,88.86
374.04,43.66,46.25,261,-16.57,20.2,36.02,41.76,95.19
366.87,28.84,23.92,76,-93.67,2.2,31.85,10.9,98.06
376.05,28.2,55.93,1044,-12.4,86.1,52.64,28.26,74.51
373.17,39.23,47.83,213,60.65,20.2,34.75,33.26,94.36
392.4,3.37,79.78,101,-39.86,21.8,36.55,-0.0,97.92
399.75,21.92,93.84,256,-27.43,26.8,34.75,21.2,92.42
391.37,29.8,84.45,151,-57.98,12.2,34.79,20.84,98.79
374.27,22.47,41.96,581,-18.88,61.4,45.6,21.55,84.66
364.35,55.37,25.53,0,-98.67,7.2,32.58,38.45,95.22
395.99,45.63,91.88,69,-87.73,12.9,32.0,27.43,95.77
373.54,39.27,41.66,360,-60.54,61.9,44.95,32.21,85.33
391.38,34.86,78.17,266,-29.94,32.6,36.28,28.89,93.77
396.36,50.89,99.01,542,26.75,68.0,46.61,50.0,81.79
384.38,41.14,59.86,704,-48.83,53.5,46.06,37.96,88.17
376.33,27.41,50.59,191,9.65,24.6,35.91,27.82,94.6
389.87,33.98,71.49,469,-66.42,62.5,46.11,25.36,82.0
361.87,20.56,23.42,0,-4.68,11.2,33.88,21.03,96.63
376.43,19.04,51.38,433,31.94,51.5,43.43,18.27,89.77
368.53,19.52,34.67,360,-46.91,42.0,43.45,16.03,89.0
361.94,41.84,20.6,192,-18.92,25.7,34.98,37.82,90.38
386.07,29.85,62.96,476,-75.18,58.0,42.92,19.05,87.23
381.25,38.76,59.69,814,-4.81,83.6,51.26,34.42,82.01
388.57,70.0,77.31,652,-208.09,95.9,50.55,22.96,68.21
396.99,58.21,87.93,312,-137.56,58.3,41.14,20.49,78.08
364.26,26.08,25.94,151,-5.63,38.9,34.41,24.7,97.14
398.4,70.0,79.07,138,-138.16,21.6,36.18,45.92,86.62
370.83,61.75,39.9,133,-69.34,24.7,34.82,50.0,83.78
386.08,30.9,64.74,356,44.2,46.0,40.35,24.34,89.01
395.53,24.89,85.77,401,11.83,35.3,37.26,23.42,92.62
358.52,58.04,29.34,997,103.69,87.7,52.34,37.55,70.78
378.84,33.23,62.09,358,-35.48,35.4,39.36,29.53,89.58
374.0,24.12,50.63,446,-44.96,35.9,37.43,21.47,91.28
385.55,33.24,80.1,240,-39.39,36.8,37.59,32.91,96.08
384.43,54.43,71.24,949,-95.49,80.3,50.66,35.68,73.12
384.94,27.91,78.12,513,-52.79,62.5,44.3,25.6,85.06
362.85,51.79,32.35,538,-115.63,59.0,43.87,25.88,80.86
386.68,47.73,71.91,284,30.39,32.1,34.96,45.15,87.43
387.03,22.96,62.55,382,4.31,78.5,47.29,19.79,81.36
370.11,45.36,48.38,90,-109.63,3.7,26.52,22.6,95.37
366.82,34.12,40.94,464,-79.9,83.6,47.6,23.37,82.34
366.65,47.12,36.5,408,-16.57,49.2,43.55,44.99,83.06
352.52,9.79,5.92,263,-23.73,38.2,38.2,8.23,90.38
355.93,57.58,21.11,265,-102.97,47.7,37.05,36.22,83.31
353.2,27.33,10.6,350,-36.03,64.1,44.69,27.71,90.38
390.42,48.37,85.59,0,-5.72,1.2,26.96,46.13,100.0
394.31,27.37,86.71,518,-4.0,83.7,47.06,31.56,84.96
393.97,14.34,85.39,553,61.08,42.9,44.24,6.49,87.8
390.89,47.82,82.7,267,-25.0,32.9,37.39,44.11,86.26
361.88,52.07,26.03,96,-114.45,13.3,32.99,25.64,91.17
373.73,28.68,51.72,449,-103.87,42.2,43.28,7.59,93.06
395.78,24.37,91.25,604,35.37,47.6,40.15,23.95,89.24
385.66,33.64,77.18,304,56.66,38.8,38.95,28.36,92.22
357.23,25.44,5.17,507,-42.09,65.2,44.85,17.51,84.88
369.83,12.17,48.65,496,-17.06,40.4,39.48,12.69,90.49
351.04,,6.01,590,-34.42,92.3,48.5,30.97,81.9
368.44,20.6,31.66,567,-57.89,57.5,46.31,15.56,85.61
372.0,50.66,46.4,493,-129.46,77.5,42.84,17.74,76.66
396.93,38.57,89.83,121,-11.36,10.5,32.41,41.57,94.88
388.73,33.55,67.17,535,66.92,38.1,39.66,24.69,85.34
372.22,16.88,39.44,307,-29.79,32.3,38.31,15.83,93.88
372.2,28.5,51.61,346,-58.12,54.7,40.61,19.04,88.17
387.86,38.86,82.65,623,-65.9,82.7,48.98,31.86,81.41
366.17,31.57,33.47,0,-10.18,7.5,31.01,32.22,98.59
383.04,38.16,63.43,141,29.07,7.0,32.53,34.66,98.79
368.58,36.11,29.91,940,-8.04,81.6,51.43,36.04,79.24
372.94,70.0,50.6,186,-152.18,20.4,35.12,31.34,88.15
352.22,42.07,7.34,709,64.54,64.2,47.13,34.08,82.45
392.23,21.46,85.97,297,10.0,52.1,40.92,23.24,87.97
353.98,21.12,9.59,639,-50.81,80.0,48.01,16.82,80.17
367.64,52.06,26.31,134,-71.82,12.0,35.16,41.58,93.26
368.03,43.4,36.68,99,-66.8,12.5,31.0,36.8,94.8
382.65,23.34,64.39,463,11.76,53.5,46.98,25.19,85.15
389.44,70.0,73.4,278,-158.53,90.9,44.66,21.36,74.36
361.09,51.17,12.64,422,-9.18,39.8,39.23,50.0,84.66
354.46,20.63,9.13,421,-23.17,31.4,35.26,18.96,94.61
394.23,30.34,80.9,773,-24.0,58.2,45.86,30.27,84.04
391.81,45.84,72.66,1018,-109.77,89.3,55.34,21.3,74.24
391.67,59.55,84.0,771,-142.24,80.3,47.84,23.89,73.62
382.94,36.01,69.27,655,94.66,95.6,53.62,20.5,76.91
394.73,9.66,76.35,14,-32.02,2.2,30.12,6.36,100.0
373.87,42.15,41.01,223,76.16,10.8,31.03,31.9,92.68
380.57,34.55,61.07,699,14.2,58.5,44.1,34.57,85.79
392.71,24.28,81.51,863,-33.26,78.8,51.39,21.35,83.36
357.54,49.86,21.35,335,-26.09,27.4,36.4,50.0,89.2
375.91,30.83,45.17,132,24.82,23.0,37.99,30.83,93.67
382.27,30.95,75.35,531,31.57,75.5,45.26,29.67,81.54
381.01,32.43,55.6,78,-11.44,5.4,31.37,31.87,100.0
382.71,20.12,69.76,408,25.57,35.5,38.13,22.07,93.27
361.45,20.44,32.82,607,28.42,48.6,45.19,18.22,88.34
348.03,21.16,8.07,455,-20.22,53.8,39.63,20.39,92.74
352.46,34.39,7.77,643,-76.23,69.9,42.8,22.55,86.28
399.42,32.33,94.56,389,-10.17,34.1,37.92,33.61,92.89
393.2,38.54,94.73,645,-84.9,58.8,44.84,24.22,83.71
358.83,43.99,25.07,629,-62.82,56.2,41.33,34.19,83.0
358.02,17.27,19.01,390,-16.15,52.6,42.64,15.38,91.8
355.78,28.02,6.72,795,-44.75,61.5,48.59,21.56,81.18
366.28,22.11,26.97,176,38.93,24.9,34.79,20.88,97.05
368.8,4.05,36.76,127,-79.63,8.1,31.13,-10.0,94.22
366.91,70.0,27.92,49,-167.69,11.5,35.13,23.42,85.05
392.44,16.07,80.75,141,38.6,21.6,32.42,17.62,95.96
386.85,37.2,76.2,570,-37.15,48.0,43.96,32.57,89.04
359.08,39.22,12.7,421,-34.3,80.7,45.36,35.33,82.54
381.77,32.21,71.25,537,-87.3,67.3,45.83,14.0,84.37
378.69,69.45,54.46,659,-153.02,75.7,49.53,25.55,71.55
355.28,31.42,17.56,428,-89.13,33.7,39.98,15.2,93.13
388.06,30.87,75.26,211,-5.8,38.8,34.32,31.24,93.65
360.24,28.84,13.17,253,-52.07,37.8,40.03,21.13,91.95
361.55,27.07,21.83,205,-59.95,18.4,30.98,22.66,99.4
359.55,65.63,19.18,36,-141.96,5.9,32.57,25.83,86.92
397.78,40.48,94.21,391,68.68,56.7,43.33,30.86,88.63
387.65,33.83,71.32,510,-43.56,95.0,48.77,28.55,78.02
378.44,52.97,44.07,254,100.52,16.0,35.87,31.93,88.12
393.51,35.77,83.11,4,-17.99,4.5,28.49,35.19,99.87
361.25,31.68,25.52,722,53.06,74.8,45.77,26.67,83.91
396.1,31.27,93.45,145,-83.07,24.2,36.19,17.64,95.87
382.9,47.74,71.21,1031,-130.86,79.6,51.59,11.99,74.09
375.36,23.96,58.16,754,-51.19,67.6,50.66,20.37,85.04
382.95,29.86,80.49,880,-6.4,90.8,51.7,30.25,80.3
381.74,,66.25,186,0.12,39.3,35.7,14.17,95.71
390.42,35.1,89.28,781,-16.33,63.5,52.62,38.74,81.33
392.18,32.59,83.77,279,97.51,44.6,36.64,17.49,92.09
360.37,24.43,23.79,755,-16.49,60.5,46.93,26.87,87.15
360.63,49.21,27.77,431,-58.6,43.2,41.0,42.76,88.78
349.28,33.01,11.18,119,-54.01,18.1,35.34,26.18,94.32
361.91,31.45,25.92,195,-88.32,48.8,38.59,17.08,88.76
363.56,0.65,37.63,547,-22.41,50.7,42.54,2.9,85.8
355.99,,7.74,551,24.89,77.8,46.88,32.06,80.08
368.23,35.63,34.92,540,44.54,70.6,49.59,31.1,89.23
388.47,39.99,78.3,300,-57.81,63.7,44.29,33.76,89.8
396.77,33.35,84.83,44,-43.17,10.9,30.37,29.13,97.88
352.95,32.85,5.84,425,-78.5,69.2,43.57,22.64,83.9
354.0,22.86,5.68,390,18.1,48.0,40.85,20.14,89.36
361.51,55.08,18.9,1138,-114.07,85.8,52.46,28.42,71.51
392.4,51.49,87.89,677,-83.32,88.3,46.8,37.9,72.86
373.26,70.0,49.58,153,-289.46,5.3,30.96,-1.59,88.33
399.31,62.06,98.38,404,-110.75,78.8,44.03,37.39,78.35
390.61,37.45,89.3,77,-75.46,3.6,34.47,25.1,95.01
